,Temp_Avg_C,Temp_Max_C,Temp_Min_C,Humidity_%,WindSpeed_ms,Solar_MJm2day,Rainfall_mm
2021-03-05,20.73,23.46,17.69,81.7,0.79,14.32,7.43
2021-03-06,20.17,24.3,16.55,82.66,1.1,13.72,7.82
2021-03-07,19.21,22.96,15.36,86.75,1.15,16.1,0.97
2021-03-08,20.81,27.07,15.15,78.63,1.64,10.77,0.74
2021-03-09,20.76,25.91,16.1,76.95,1.66,12.21,15.54
2021-03-10,20.55,25.42,15.89,76.83,1.53,24.45,0.75
2021-03-11,20.78,28.09,13.74,75.74,1.79,26.92,0.07
2021-03-12,20.63,28.08,13.17,70.91,2.04,27.02,0.02
2021-03-13,20.92,28.19,14.25,72.14,2.06,21.84,0.04
2021-03-14,20.97,27.89,14.04,73.3,2.06,24.85,0.02
2021-03-15,21.24,27.05,15.39,74.6,2.18,21.44,0.79
2021-03-16,20.67,25.23,15.63,78.3,2.06,14.27,1.95
2021-03-17,19.65,22.38,17.16,85.99,1.4,12.84,6.06
2021-03-18,20.59,24.85,15.87,77.76,1.34,17.24,0.38
2021-03-19,20.71,26.2,15.41,79.72,1.42,18.38,0.82
2021-03-20,20.42,24.88,16.41,80.88,1.48,21.56,3.16
2021-03-21,18.78,22.11,15.39,85.24,1.86,11.73,10.87
2021-03-22,19.4,23.31,15.47,78.94,1.28,13.99,4.29
2021-03-23,20.08,24.71,14.86,80.31,1.63,17.8,1.17
2021-03-24,19.97,24.98,15.09,83.51,1.36,21.59,5.86
2021-03-25,21.12,26.28,16.31,77.35,1.16,23.64,0.82
2021-03-26,20.92,26.47,16.51,76.75,1.23,16.94,0.54
2021-03-27,20.23,25.4,15.14,76.1,1.46,20.14,0.17
2021-03-28,21.06,26.72,16.72,74.34,1.56,22.62,0.33
2021-03-29,20.92,26.19,15.88,75.73,1.18,15.01,0.97
2021-03-30,19.79,23.52,16.75,86.95,0.98,14.17,9.46
2021-03-31,18.38,21.42,14.71,87.03,1.27,17.57,5.75
2021-04-01,19.59,23.97,15.38,84.56,1.44,19.02,1.32
2021-04-02,20.25,25.59,15.64,83.06,2.09,16.86,2.3
2021-04-03,19.91,23.17,15.94,82.6,1.13,19.27,2.94
2021-04-04,19.46,22.98,15.8,86.16,1.19,19.14,3.47
2021-04-05,20.1,23.99,16.18,82.29,1.12,17.5,2.39
2021-04-06,19.67,23.51,16.22,86.53,0.97,18.67,5.24
2021-04-07,19.52,23.97,15.75,87.75,1.24,16.82,2.58
2021-04-08,19.39,22.46,15.91,84.87,0.8,17.88,14.72
2021-04-09,19.08,23.12,16.37,88.63,1.77,17.86,39.59
2021-04-10,19.74,25.58,14.95,81.91,1.53,20.88,3.29
2021-04-11,19.24,23.21,15.49,88.24,1.73,19.11,15.6
2021-04-12,19.45,23.81,15.72,86.59,1.73,16.46,3.69
2021-04-13,18.98,22.5,15.32,85.83,1.43,8.93,3.74
2021-04-14,19.44,25.03,14.07,84.62,1.26,21.79,3.75
2021-04-15,20.22,25.52,15.62,83.62,1.22,21.22,2.54
2021-04-16,20.32,26.29,15.25,82.19,1.42,20.05,0.72
2021-04-17,19.95,25.03,15.86,87.05,1.7,19.97,1.27
2021-04-18,20.15,24.81,16.73,85.68,2.39,18.7,2.51
2021-04-19,20.23,25.21,16.78,83.54,2.31,16.53,1.59
2021-04-20,18.45,20.75,16.51,91.11,1.67,11.94,22.97
2021-04-21,19.77,24.41,15.37,83.22,1.87,14.36,4.97
2021-04-22,20.14,24.84,15.41,84.45,1.7,17.21,5.81
2021-04-23,19.17,22.3,15.84,89.23,1.81,16.09,9.72
2021-04-24,19.42,24.5,14.74,86.27,1.52,19.92,2.56
2021-04-25,19.45,23.93,15.52,87.7,1.3,10.78,16.52
2021-04-26,19.86,24.54,15.8,83.7,1.01,19.61,2.07
2021-04-27,20.67,26.08,15.61,82.31,1.28,22.29,0.56
2021-04-28,19.78,24.26,15.59,87.89,1.31,18.36,0.85
2021-04-29,20.12,25.46,15.86,84.24,2.11,16.92,0.63
2021-04-30,20.38,25.9,15.34,83.17,1.9,18.89,0.58
2021-05-01,20.36,25.64,15.5,84.14,1.59,17.03,1.61
2021-05-02,20.32,25.43,15.71,84.9,1.69,20.31,1.93
2021-05-03,20.07,24.84,16.11,84.63,1.63,17.34,1.47
2021-05-04,19.02,23.22,15.26,88.78,1.61,19.61,2.14
2021-05-05,20.12,25.21,15.81,84.62,1.77,15.11,1.06
2021-05-06,20.25,25.43,16.41,84.39,1.67,13.74,6.1
2021-05-07,19.49,23.02,15.99,85.52,1.5,10.09,1.87
2021-05-08,19.24,23.05,15.92,86.31,1.2,13.78,4.67
2021-05-09,20.71,26.1,16.62,81.3,0.73,10.82,4.57
2021-05-10,18.67,21.67,16.5,90.53,1.25,12.76,6.54
2021-05-11,19.28,24.62,15.44,87.63,1.71,8.45,35.17
2021-05-12,19.34,24.05,15.71,87.7,1.32,14.23,24.45
2021-05-13,19.35,23.59,16.4,88.37,1.54,15.53,2.79
2021-05-14,20.09,25.37,16.53,86.99,1.39,15.38,5.31
2021-05-15,19.87,25.28,16.13,87.17,1.83,16.6,5.8
2021-05-16,20.7,25.81,16.73,84.24,1.49,20.98,0.8
2021-05-17,20.63,26.04,16.38,84.69,1.67,19.35,0.5
2021-05-18,20.18,25.11,16.28,87.31,1.81,18.52,1.54
2021-05-19,20.2,24.72,16.4,86.18,1.72,18.19,0.73
2021-05-20,19.98,24.64,16.57,87.3,1.66,18.55,0.86
2021-05-21,20.32,26.04,15.58,85.62,1.54,20.77,0.95
2021-05-22,20.65,26.1,15.92,83.16,1.42,19.41,0.45
2021-05-23,20.16,25.65,16.04,82.24,1.98,19.74,0.18
2021-05-24,19.61,24.93,15.01,81.21,1.95,17.39,0.35
2021-05-25,19.29,25.42,14.45,79.61,1.78,21.73,0.08
2021-05-26,19.31,25.1,13.88,80.95,1.83,20.84,0.01
2021-05-27,19.97,25.4,15.08,82.04,1.98,19.78,0.16
2021-05-28,20.44,26.09,15.57,79.63,1.69,20.27,0.01
2021-05-29,20.79,26.54,14.93,80.21,1.46,20.1,0.07
2021-05-30,19.92,24.01,16.39,82.31,1.66,19.96,0.04
2021-05-31,19.93,25.13,15.06,83.19,1.84,19.54,1.11
2021-06-01,20.12,25.43,16.57,83.46,1.87,22.39,1.05
2021-06-02,20.24,25.85,15.74,80.85,1.91,19.99,0.16
2021-06-03,20.29,25.57,16.06,81.22,2.03,17.85,0.93
2021-06-04,19.77,24.26,15.42,81.47,1.65,19.68,0.39
2021-06-05,20.06,25.16,15.42,80.25,2.09,19.04,0.13
2021-06-06,19.34,24.29,15.19,82.21,2.1,15.8,0.4
2021-06-07,18.89,24.19,14.98,80.74,2.16,14.7,0.14
2021-06-08,18.83,24.76,14.15,79.28,2.3,21.79,0.07
2021-06-09,19.05,25.05,13.94,78.01,2.21,21.99,0.03
2021-06-10,18.97,25.39,12.93,78.56,1.95,20.2,0.21
2021-06-11,19.31,26.16,13.5,77.55,1.98,23.76,0.11
2021-06-12,19.42,25.82,13.81,77.5,1.95,21.32,0.14
2021-06-13,19.75,25.65,15.17,75.01,2.21,21.11,0.02
2021-06-14,20.14,26.76,13.95,76.26,1.87,20.35,0.31
2021-06-15,20.56,26.51,14.1,74.64,1.45,18.37,0.52
2021-06-16,19.69,24.73,14.94,82.1,1.6,15.11,11.75
2021-06-17,19.17,22.64,16.16,81.07,1.35,14.22,2.18
2021-06-18,17.98,21.68,15.18,85.78,1.63,6.3,4.28
2021-06-19,18.96,24.14,15.16,81.75,2.16,12.68,0.95
2021-06-20,19.44,25.05,14.71,79.37,1.96,17.4,0.09
2021-06-21,18.4,23.53,14.55,78.68,2.14,17.65,0.01
2021-06-22,18.08,23.92,12.45,79.71,2.29,16.31,0.02
2021-06-23,18.85,24.88,13.53,77.09,2.22,17.63,0.01
2021-06-24,19.12,25.66,13.13,76.59,2.0,20.04,0.0
2021-06-25,19.25,25.8,13.28,76.38,1.8,21.41,0.07
2021-06-26,19.53,26.51,12.69,74.64,1.61,21.24,0.09
2021-06-27,19.31,26.71,12.96,71.28,1.86,21.95,0.01
2021-06-28,18.37,25.02,12.65,72.47,2.19,19.05,0.26
2021-06-29,18.51,24.37,14.63,75.97,2.43,12.29,0.22
2021-06-30,19.14,25.25,14.57,74.47,2.35,13.8,0.06
2021-07-01,19.74,26.05,13.94,76.04,1.8,19.64,0.12
2021-07-02,20.12,26.45,14.03,74.12,1.81,19.01,0.04
2021-07-03,19.81,26.61,13.18,73.28,1.73,19.65,0.01
2021-07-04,19.5,26.62,13.97,71.37,1.97,21.79,0.0
2021-07-05,19.52,26.79,12.98,70.4,2.04,21.34,0.02
2021-07-06,19.13,26.52,12.76,68.7,2.28,20.5,0.01
2021-07-07,19.05,25.74,12.55,69.74,1.94,19.87,0.01
2021-07-08,19.13,24.9,13.6,72.97,1.85,16.48,0.35
2021-07-09,19.1,24.81,14.16,77.36,1.91,12.62,1.09
2021-07-10,19.05,24.89,14.88,77.38,1.94,16.67,0.86
2021-07-11,19.24,25.65,13.39,73.67,2.25,16.89,0.61
2021-07-12,19.49,25.41,13.4,70.25,1.86,17.8,0.22
2021-07-13,19.67,25.58,14.68,74.82,1.42,15.61,0.82
2021-07-14,19.59,24.52,16.07,79.64,1.6,13.04,5.48
2021-07-15,19.85,25.46,15.89,78.29,2.65,10.58,1.46
2021-07-16,19.07,25.16,14.04,77.0,2.63,13.21,0.23
2021-07-17,18.96,25.45,14.3,73.58,2.35,21.89,0.11
2021-07-18,18.92,25.57,13.32,71.64,2.63,16.56,0.22
2021-07-19,19.59,26.55,13.6,66.3,2.29,21.89,0.02
2021-07-20,19.66,27.27,12.95,66.66,2.07,20.08,0.0
2021-07-21,19.72,27.25,13.55,67.55,2.27,20.88,0.0
2021-07-22,19.55,27.22,12.59,68.33,2.51,23.97,0.0
2021-07-23,20.21,27.99,12.65,62.87,1.88,21.85,0.0
2021-07-24,19.52,26.24,13.61,70.16,2.96,17.89,0.0
2021-07-25,19.26,26.27,13.12,68.71,2.75,23.23,0.01
2021-07-26,18.66,25.58,13.4,68.76,2.94,22.89,0.01
2021-07-27,18.71,26.14,11.81,66.77,2.22,20.29,0.0
2021-07-28,20.0,26.46,14.51,66.01,1.96,16.93,0.0
2021-07-29,20.14,26.95,14.46,66.57,2.35,15.99,0.0
2021-07-30,20.13,27.33,14.12,67.94,2.79,20.7,0.02
2021-07-31,19.27,26.27,13.86,66.09,3.04,24.02,0.0
2021-08-01,19.29,25.65,14.35,69.33,2.62,21.54,0.1
2021-08-02,20.53,27.02,15.16,66.77,2.04,21.75,0.1
2021-08-03,21.19,27.35,16.02,67.83,1.7,17.43,0.01
2021-08-04,21.43,27.58,16.57,68.53,2.0,19.12,0.38
2021-08-05,21.25,28.29,14.94,69.11,1.97,18.95,0.87
2021-08-06,21.53,28.22,16.83,70.05,2.1,16.2,0.45
2021-08-07,21.7,28.23,16.08,67.69,2.01,19.44,0.2
2021-08-08,22.24,27.45,16.87,67.19,1.47,17.98,1.05
2021-08-09,20.9,26.62,15.73,74.9,1.29,13.42,8.05
2021-08-10,20.52,24.7,17.29,80.87,1.42,12.13,32.24
2021-08-11,20.43,25.59,17.13,77.96,1.73,8.86,6.48
2021-08-12,20.42,25.88,14.88,73.53,1.66,15.32,1.27
2021-08-13,21.69,27.66,16.15,72.23,1.32,18.3,1.99
2021-08-14,21.11,26.63,16.4,74.16,2.38,14.22,0.65
2021-08-15,20.25,26.29,15.9,70.76,2.51,15.94,0.08
2021-08-16,20.02,26.77,13.4,69.87,2.35,21.02,0.02
2021-08-17,20.87,26.45,16.26,69.44,2.44,17.01,0.18
2021-08-18,21.34,27.78,15.88,69.62,2.01,21.43,0.22
2021-08-19,21.68,27.94,15.19,70.62,1.96,20.88,0.85
2021-08-20,20.92,26.17,16.38,73.5,1.97,11.77,1.32
2021-08-21,21.15,27.02,15.76,71.52,1.84,15.85,3.85
2021-08-22,21.48,26.99,16.1,67.65,1.96,18.0,0.87
2021-08-23,21.67,28.28,15.84,65.25,2.44,22.11,0.31
2021-08-24,21.01,28.83,13.66,61.81,2.45,23.07,0.0
2021-08-25,21.15,29.1,13.32,58.0,2.37,24.65,0.0
2021-08-26,21.34,29.17,13.58,58.35,2.23,25.24,0.0
2021-08-27,21.48,29.62,13.61,57.0,2.01,26.57,0.0
2021-08-28,21.87,30.36,13.74,53.64,1.82,25.22,0.0
2021-08-29,22.63,31.4,14.2,55.76,1.97,22.68,0.12
2021-08-30,22.51,28.49,16.95,64.7,1.61,15.16,1.61
2021-08-31,22.44,28.39,16.76,66.01,1.69,14.73,2.38
2021-09-01,21.17,27.37,17.47,73.37,1.93,17.03,6.45
2021-09-02,20.6,25.95,17.35,78.01,2.02,11.8,6.59
2021-09-03,21.8,27.41,16.63,68.12,2.18,16.63,4.9
2021-09-04,21.58,27.42,15.45,66.74,1.99,15.72,0.53
2021-09-05,22.28,28.49,17.22,65.21,2.04,21.66,0.75
2021-09-06,21.19,27.6,15.37,71.57,2.01,17.52,9.59
2021-09-07,21.56,26.91,17.61,74.8,1.5,13.54,11.96
2021-09-08,21.19,26.91,16.11,74.18,1.78,11.76,1.62
2021-09-09,21.61,27.61,16.02,73.01,2.13,13.76,1.76
2021-09-10,21.69,27.31,17.7,70.48,2.57,12.96,0.16
2021-09-11,21.04,27.23,15.22,66.81,2.61,17.38,0.22
2021-09-12,21.4,27.58,16.57,65.66,2.32,19.06,0.18
2021-09-13,20.98,27.19,14.9,69.05,2.11,18.52,6.74
2021-09-14,22.23,29.63,15.37,65.26,1.98,23.94,0.21
2021-09-15,22.78,29.89,16.49,64.94,1.71,21.48,3.97
2021-09-16,22.24,27.79,18.15,75.86,1.51,15.95,53.32
2021-09-17,20.94,26.17,17.8,83.21,1.06,17.94,11.19
2021-09-18,18.89,22.92,16.14,84.24,1.37,10.06,6.02
2021-09-19,19.93,25.14,15.65,76.88,1.6,19.39,1.03
2021-09-20,21.14,27.19,15.75,71.11,1.9,21.07,0.1
2021-09-21,21.87,28.39,16.3,66.82,1.75,23.78,0.01
2021-09-22,20.58,25.89,16.22,75.29,2.12,11.64,0.96
2021-09-23,20.75,26.49,15.71,74.94,1.94,18.96,2.71
2021-09-24,21.0,26.74,15.77,72.38,2.18,16.66,1.88
2021-09-25,19.92,24.57,15.71,77.35,2.06,13.41,0.95
2021-09-26,20.04,24.97,15.38,76.17,1.41,19.86,1.26
2021-09-27,21.71,28.09,16.32,70.08,1.61,19.12,0.92
2021-09-28,22.01,27.63,16.18,70.14,1.57,22.4,0.69
2021-09-29,22.06,29.15,16.61,70.95,1.89,23.22,0.57
2021-09-30,21.92,27.94,16.69,72.08,1.75,14.4,0.56
2021-10-01,22.25,29.26,15.86,70.75,1.73,21.82,1.21
2021-10-02,22.22,27.94,17.19,71.82,1.29,18.87,3.03
2021-10-03,20.84,25.57,17.61,79.03,1.42,15.6,5.58
2021-10-04,21.55,27.28,16.01,72.71,1.53,20.36,0.19
2021-10-05,22.2,27.57,17.27,70.04,1.38,20.46,0.54
2021-10-06,21.06,27.31,17.24,74.29,1.86,19.96,0.9
2021-10-07,22.15,29.3,16.11,66.26,1.82,23.96,0.08
2021-10-08,22.38,29.36,15.7,63.93,1.5,22.38,0.06
2021-10-09,22.74,29.35,17.5,69.75,1.47,19.08,2.13
2021-10-10,22.37,28.41,17.72,73.33,1.39,20.54,1.88
2021-10-11,20.73,25.7,17.92,78.96,1.51,11.32,6.81
2021-10-12,21.93,28.11,16.52,68.33,1.83,12.9,0.41
2021-10-13,21.57,28.51,16.15,68.75,1.99,19.97,0.17
2021-10-14,22.04,29.1,15.83,71.6,1.51,18.71,0.31
2021-10-15,21.82,28.25,16.11,73.72,1.5,20.93,0.52
2021-10-16,21.83,28.53,17.27,73.88,1.36,16.76,1.09
2021-10-17,22.22,29.29,15.87,72.92,1.48,20.15,2.91
2021-10-18,22.41,28.62,18.03,74.07,1.4,20.8,3.41
2021-10-19,21.59,28.8,16.11,75.72,1.85,17.84,1.86
2021-10-20,20.16,25.18,16.76,78.17,1.46,14.85,1.36
2021-10-21,19.47,22.8,16.63,84.32,1.63,13.32,3.86
2021-10-22,21.45,26.86,17.24,73.71,1.66,16.45,1.83
2021-10-23,20.67,25.81,17.64,79.98,1.2,23.87,5.87
2021-10-24,22.69,30.08,16.35,68.49,1.57,21.59,0.25
2021-10-25,23.95,30.68,19.37,63.15,1.58,19.73,0.24
2021-10-26,23.29,29.83,19.11,65.1,1.7,18.76,2.23
2021-10-27,21.28,26.69,17.92,73.99,1.8,19.68,8.72
2021-10-28,20.91,25.96,17.2,76.97,1.83,14.72,8.82
2021-10-29,21.58,27.69,15.61,73.39,1.36,21.44,3.13
2021-10-30,21.3,26.63,17.21,77.31,1.17,20.74,4.51
2021-10-31,21.56,27.17,17.32,79.0,1.29,18.2,4.16
2021-11-01,20.49,24.7,17.19,83.69,1.49,10.48,9.35
2021-11-02,20.8,27.4,16.11,77.56,1.66,16.46,18.11
2021-11-03,20.11,24.72,16.27,84.25,1.26,15.42,24.69
2021-11-04,20.3,25.59,15.62,82.89,1.34,20.47,7.86
2021-11-05,20.62,25.52,17.14,82.07,1.4,20.22,24.55
2021-11-06,20.86,25.95,16.49,80.55,1.63,19.82,8.34
2021-11-07,21.12,25.93,17.08,79.45,1.33,21.78,1.24
2021-11-08,21.54,27.84,15.85,73.3,1.75,24.03,0.02
2021-11-09,20.32,24.72,16.23,77.85,1.38,21.64,0.27
2021-11-10,21.21,26.84,16.02,74.58,1.47,18.13,1.49
2021-11-11,20.63,24.71,16.65,78.69,1.32,18.74,1.61
2021-11-12,21.25,27.53,16.3,73.76,1.6,22.27,0.81
2021-11-13,20.6,24.84,16.98,76.71,1.44,16.66,0.85
2021-11-14,21.58,27.38,16.81,73.24,1.58,14.19,1.16
2021-11-15,21.69,27.39,16.75,71.65,1.35,19.14,2.19
2021-11-16,20.87,26.77,15.71,78.98,1.45,14.37,27.33
2021-11-17,20.17,24.75,16.23,81.44,1.25,17.17,7.25
2021-11-18,21.07,25.71,17.07,75.35,1.39,12.22,3.45
2021-11-19,20.86,26.1,16.04,75.56,1.31,19.42,1.62
2021-11-20,20.9,26.88,15.49,76.75,1.5,18.36,2.97
2021-11-21,20.07,25.18,15.96,85.08,1.21,17.63,8.15
2021-11-22,20.54,24.65,16.81,81.63,1.36,13.7,1.95
2021-11-23,21.34,26.12,16.61,75.93,1.45,23.17,4.32
2021-11-24,20.83,26.64,14.91,79.36,1.38,20.58,1.22
2021-11-25,20.76,26.85,15.37,80.89,1.29,16.54,4.39
2021-11-26,18.79,21.51,16.49,88.55,1.28,12.92,6.49
2021-11-27,19.63,24.42,16.09,81.83,1.42,15.03,3.29
2021-11-28,19.81,24.36,15.5,80.22,1.5,15.74,4.25
2021-11-29,19.67,23.75,15.39,79.85,1.26,16.82,1.96
2021-11-30,19.8,24.6,15.7,82.3,1.12,13.83,2.77
2021-12-01,20.61,25.89,16.47,80.16,1.41,15.94,3.81
2021-12-02,20.34,25.42,16.55,79.99,1.64,14.22,1.34
2021-12-03,19.18,23.31,16.06,84.49,1.16,18.03,9.56
2021-12-04,20.28,24.61,16.83,80.32,1.61,17.46,0.77
2021-12-05,20.29,24.03,17.13,79.17,1.08,16.63,1.49
2021-12-06,20.98,26.42,15.82,76.23,1.49,17.01,0.33
2021-12-07,20.8,24.63,17.51,79.43,1.05,16.05,3.29
2021-12-08,20.82,25.72,17.45,79.99,1.35,13.43,2.08
2021-12-09,20.69,26.52,15.79,79.28,1.6,12.73,3.17
2021-12-10,20.31,25.41,15.54,84.21,1.21,16.69,43.49
2021-12-11,20.3,25.02,16.55,86.94,1.63,17.08,25.22
2021-12-12,21.1,26.29,17.08,80.9,1.24,18.79,3.31
2021-12-13,20.57,23.99,17.76,81.32,1.08,15.12,5.28
2021-12-14,20.14,24.53,16.65,82.77,1.05,17.59,5.71
2021-12-15,20.58,25.66,16.02,79.21,1.24,17.83,3.01
2021-12-16,20.81,25.2,17.42,82.29,1.45,15.56,5.44
2021-12-17,20.68,25.54,16.19,80.7,1.14,13.23,4.73
2021-12-18,21.1,25.71,17.13,76.42,1.06,18.9,0.65
2021-12-19,21.04,26.63,15.77,78.29,1.26,15.21,1.4
2021-12-20,20.29,24.83,16.86,84.4,1.03,19.49,1.62
2021-12-21,19.76,23.43,16.81,90.5,1.32,14.38,16.15
2021-12-22,20.78,25.47,17.13,83.0,1.24,19.72,3.09
2021-12-23,21.35,25.89,17.54,80.49,1.05,11.23,3.06
2021-12-24,21.2,25.75,17.39,81.87,1.4,16.5,4.09
2021-12-25,21.01,25.34,17.84,81.51,1.22,12.89,2.68
2021-12-26,20.2,25.31,17.11,86.12,1.24,14.87,19.23
2021-12-27,19.19,21.74,16.58,89.48,1.06,15.91,10.61
2021-12-28,19.94,24.09,16.41,85.96,1.16,16.62,1.27
2021-12-29,20.23,25.83,16.07,84.51,1.04,17.36,7.37
2021-12-30,20.87,24.89,17.5,81.97,1.08,15.55,9.2
2021-12-31,19.76,23.89,16.63,86.85,1.46,5.44,3.71
2022-01-01,20.43,24.36,16.48,78.87,1.23,12.73,0.37
2022-01-02,20.25,24.9,14.72,77.84,1.27,24.76,0.39
2022-01-03,20.72,26.27,14.79,77.31,1.27,14.42,1.9
2022-01-04,20.82,25.48,16.34,78.56,1.51,14.99,1.67
2022-01-05,21.37,26.53,16.43,73.99,1.09,17.23,0.27
2022-01-06,21.37,26.98,16.04,71.13,1.33,17.45,0.0
2022-01-07,21.74,27.16,17.27,71.91,1.37,20.32,0.0
2022-01-08,21.61,26.91,17.88,75.97,0.96,15.73,0.06
2022-01-09,21.88,27.18,17.85,74.13,1.24,21.46,0.02
2022-01-10,21.34,27.71,15.87,75.73,1.67,23.53,0.0
2022-01-11,20.91,25.31,15.57,77.53,1.1,19.68,0.5
2022-01-12,21.86,28.17,16.37,69.81,1.61,23.83,0.03
2022-01-13,21.99,28.69,14.94,60.47,1.77,22.73,0.02
2022-01-14,22.05,28.48,15.89,63.86,1.31,17.18,0.86
2022-01-15,20.76,26.46,15.81,77.58,1.22,15.16,2.74
2022-01-16,20.33,24.41,17.28,79.03,0.84,15.59,5.29
2022-01-17,19.5,22.41,16.71,82.93,1.03,10.79,2.17
2022-01-18,19.16,23.97,15.93,85.0,1.27,10.66,4.01
2022-01-19,19.06,23.2,15.63,82.82,1.19,18.48,16.37
2022-01-20,19.46,24.09,15.21,81.53,1.5,15.0,3.98
2022-01-21,20.31,26.44,14.87,72.93,1.73,20.18,0.54
2022-01-22,20.62,26.51,14.7,76.79,1.32,18.11,2.95
2022-01-23,20.28,25.46,15.56,82.05,1.45,10.94,10.44
2022-01-24,20.33,24.71,16.76,83.16,1.32,16.23,8.41
2022-01-25,21.0,25.97,16.18,75.49,1.72,15.93,0.13
2022-01-26,21.53,27.98,16.17,70.66,1.93,23.59,0.09
2022-01-27,21.38,27.55,15.12,70.56,1.61,20.88,0.22
2022-01-28,21.2,27.38,14.58,65.23,1.67,20.68,10.78
2022-01-29,21.56,27.56,16.79,69.21,1.69,19.47,4.02
2022-01-30,21.67,26.61,17.51,70.71,1.14,21.76,15.86
2022-01-31,20.14,24.46,17.05,78.99,1.41,7.53,14.61
2022-02-01,20.49,25.44,16.23,78.41,1.24,14.86,1.2
2022-02-02,20.86,25.26,17.52,78.7,1.42,13.27,8.57
2022-02-03,20.19,24.81,17.41,83.95,1.62,16.41,10.74
2022-02-04,21.17,26.61,16.93,75.17,1.39,16.42,1.12
2022-02-05,18.73,21.74,16.49,87.65,1.18,12.11,11.89
2022-02-06,19.86,26.49,15.45,75.09,1.33,22.41,6.2
2022-02-07,20.49,25.7,13.84,66.72,1.1,16.58,24.37
2022-02-08,19.94,25.12,15.38,81.22,1.29,18.97,5.48
2022-02-09,20.88,25.32,16.82,77.55,1.1,14.54,19.73
2022-02-10,20.52,25.16,16.33,80.71,1.43,16.16,7.58
2022-02-11,20.78,25.07,17.38,81.18,1.24,14.28,5.87
2022-02-12,20.35,23.65,16.08,80.18,1.07,10.97,7.13
2022-02-13,20.63,26.19,15.32,78.23,1.56,22.6,6.17
2022-02-14,21.0,26.29,15.64,74.52,1.2,17.9,3.92
2022-02-15,20.32,25.39,15.27,79.12,1.38,22.52,2.51
2022-02-16,20.24,24.73,15.28,79.79,1.31,18.16,2.74
2022-02-17,20.16,24.96,15.92,81.94,1.13,20.86,2.75
2022-02-18,20.28,24.68,15.98,82.18,1.21,6.9,5.9
2022-02-19,19.97,24.19,16.71,84.44,1.19,19.3,4.61
2022-02-20,20.52,26.36,16.36,80.45,1.23,7.07,7.35
2022-02-21,21.11,27.52,15.56,73.33,1.38,18.66,0.72
2022-02-22,22.07,27.98,16.23,67.76,1.26,19.31,7.4
2022-02-23,21.34,27.54,16.44,75.05,1.42,9.2,9.6
2022-02-24,19.84,23.92,16.17,84.4,1.2,7.54,5.53
2022-02-25,20.27,24.13,16.71,81.72,0.97,21.46,2.03
2022-02-26,19.99,24.29,15.4,77.56,1.27,13.3,1.66
2022-02-27,20.06,24.76,14.94,81.26,1.32,25.42,1.15
2022-02-28,20.86,27.04,15.48,78.68,1.41,12.2,0.37
2022-03-01,21.05,25.93,15.55,79.13,1.4,24.14,2.57
2022-03-02,21.22,26.12,16.44,74.53,1.09,7.25,2.82
2022-03-03,21.13,27.26,14.71,73.84,1.52,21.57,0.99
2022-03-04,21.28,27.32,16.44,75.45,1.6,27.73,0.35
2022-03-05,22.15,28.74,15.51,71.43,1.4,23.62,0.79
2022-03-06,22.13,28.02,16.06,75.51,1.45,26.18,1.83
2022-03-07,21.9,27.57,16.07,75.1,1.42,22.05,1.85
2022-03-08,21.71,27.09,15.08,74.94,1.3,24.23,2.44
2022-03-09,21.14,25.75,15.54,75.81,1.28,10.73,1.72
2022-03-10,21.05,27.37,15.74,75.33,1.45,26.13,0.28
2022-03-11,21.74,28.08,16.97,74.32,1.56,23.52,0.3
2022-03-12,21.63,26.85,15.08,74.75,1.56,16.39,1.87
2022-03-13,22.05,28.14,16.09,70.54,1.24,20.28,1.22
2022-03-14,21.89,27.86,16.35,72.42,1.42,16.25,0.44
2022-03-15,22.07,28.37,15.55,73.83,1.45,22.03,2.08
2022-03-16,22.3,27.98,17.02,73.21,1.36,15.94,3.53
2022-03-17,21.12,26.59,16.86,80.34,0.84,13.7,9.85
2022-03-18,20.45,25.01,16.98,82.56,1.08,16.47,9.81
2022-03-19,20.88,27.13,15.28,78.68,1.58,24.28,0.08
2022-03-20,21.14,25.99,16.16,80.43,1.56,21.38,0.7
2022-03-21,21.31,26.59,16.49,79.73,1.56,13.85,1.12
2022-03-22,20.16,24.16,16.05,83.51,1.66,5.38,19.52
2022-03-23,20.07,24.74,16.25,81.49,1.45,19.6,2.15
2022-03-24,20.37,24.29,15.98,80.26,1.19,17.6,1.9
2022-03-25,20.58,25.99,14.99,80.54,1.45,24.55,4.13
2022-03-26,20.05,24.52,15.79,79.51,1.37,18.4,3.51
2022-03-27,19.57,22.98,14.97,83.75,1.51,20.54,11.61
2022-03-28,20.55,25.54,16.17,84.08,1.41,21.06,1.3
2022-03-29,18.87,24.25,15.4,89.86,1.46,15.19,31.18
2022-03-30,18.73,21.77,15.04,82.7,1.31,9.69,19.98
2022-03-31,20.04,25.15,14.83,81.17,1.51,22.55,7.81
2022-04-01,20.48,25.92,15.57,83.34,1.46,18.57,0.37
2022-04-02,20.13,25.04,15.73,85.29,1.57,20.89,5.33
2022-04-03,20.77,25.95,16.3,80.8,1.68,18.57,5.38
2022-04-04,21.42,27.58,15.63,76.19,1.25,18.73,0.23
2022-04-05,20.73,26.6,14.5,79.19,1.52,21.76,0.89
2022-04-06,20.58,25.31,15.43,81.19,1.39,20.22,10.14
